,feature-0014,feature-0029,feature-0048,feature-0057,feature-0061,feature-0080,feature-0273,feature-0282,feature-0304,feature-0336,feature-0350,feature-0359,feature-0367,feature-0411,feature-0430,feature-0462,feature-0482,feature-0483,feature-0485,feature-0501,feature-0510,feature-0533,feature-0573,feature-0579,feature-0598,feature-0689,feature-0694,feature-0697,feature-0703,feature-0764,feature-0812,feature-0853,feature-0856,feature-0862,feature-0870,feature-0934,feature-0972,feature-0982,feature-1002,feature-1054,feature-1073,feature-1088,feature-1105,feature-1136,feature-1137
Sample_1106_Non-LCa,11.869036410643899,526.5307706908529,17426.343930496398,730.6080078304041,643.661923473448,30177.155110164702,1836.0739251549398,141.838947696022,11776.6392333358,10181.4883221663,45.87056,3921.6220505032898,49.0486088855297,794.947978911189,232198.513652808,144.962771302323,37.514253269444296,10.0029442188956,82.57323158217359,85.93177,8308.73480684338,1272.8461432081501,9.01527760701656,30.980815741990003,8877.773220715459,41952.0332559775,3017.03192133755,167.06300726953398,247.250629668951,15579.7185045868,64155.5161261962,51566.01,24.5196478039582,97451.0827124985,25172.3282770189,14023.704006208798,42.33393,5545.81215932176,9512.63251640146,2528.24715689304,78654.3623934317,151.847708563988,152399.215113318,1117.70116449842,10899.865321385601
Sample_1107_Non-LCa,13.2864592174404,2252.99176070568,17426.343930496398,227.320096533558,277.392560305038,19451.7634340127,2381.82495074225,91.4024163082272,12797.1981939553,15579.7185045868,30.98082,6759.71221132047,59.96678008202699,294.42909455968,232198.513652808,95.20466004738279,67.4421170742017,9.34830199719834,36.4506124310931,55.55096999999999,11776.6392333358,5192.81196468206,11.869036410643899,15.9184153927063,10181.4883221663,51566.010063122005,2528.24715689304,87.75367829290221,118.082862653931,21787.9921465462,97451.0827124985,78654.36,26.1871045123307,41952.0332559775,30177.155110164702,25172.3282770189,29.47025,7236.07734143862,6332.11299992453,44.3977801796853,64155.5161261962,89.5531062052935,152399.215113318,5923.63670499261,3921.6220505032898
Sample_1108_Non-LCa,16.3149793837698,828.206379102171,17426.343930496398,155.432605771302,171.344233089828,25172.3282770189,2381.82495074225,115.498816274161,19451.7634340127,21787.9921465462,18.488889999999998,8877.773220715459,20.9421590047581,261.77233759056196,232198.513652808,58.76932789082021,67.4421170742017,7.86517563075688,16.854369422362698,91.40241999999999,12797.1981939553,1454.2120600298301,9.224037507236881,8.84246179120293,8308.73480684338,51566.010063122005,3426.57091133942,39.19984070009,101.53100011269699,4537.8041803052,97451.0827124985,64155.52,26.1871045123307,41952.0332559775,30177.155110164702,14023.704006208798,15.192779999999999,6332.11299992453,11776.6392333358,221.16694420524502,78654.3623934317,45.870562930770504,152399.215113318,2139.98805468982,5192.81196468206
Sample_1109_Non-LCa,18.2183464228073,1117.70116449842,21787.9921465462,163.148218388304,392.837518048399,14023.704006208798,1750.45738445436,79.29904113099771,25172.3282770189,17426.343930496398,44.39778,6759.71221132047,38.073202839490705,254.386329233115,232198.513652808,120.702075582343,58.76932789082021,11.441229383543801,40.4159359410456,39.19984,12797.1981939553,2381.82495074225,15.1927798471149,16.743927268748802,11776.6392333358,51566.010063122005,3017.03192133755,144.962771302323,135.366272230162,15579.7185045868,97451.0827124985,64155.52,25.3396385993112,41952.0332559775,30177.155110164702,19451.7634340127,42.99427,5545.81215932176,7236.07734143862,593.611671150147,78654.3623934317,99.3405769468207,152399.215113318,2842.7863457124104,4852.0476758985
Sample_1110_Non-LCa,32.6267773198688,2381.82495074225,21787.9921465462,322.93778558439203,233.49665564520802,14023.704006208798,5192.81196468206,79.29904113099771,19451.7634340127,15579.7185045868,28.74785,8877.773220715459,77.74548898454009,506.22737675109397,232198.513652808,87.75367829290221,123.47744883288999,8.59796772501706,22.805361796076998,52.624269999999996,12797.1981939553,5923.63670499261,12.596804684609198,12.928830457927699,10899.865321385601,64155.5161261962,4537.8041803052,67.4421170742017,194.08420325880002,17426.343930496398,78654.3623934317,97451.08,24.011463430510602,30177.155110164702,51566.010063122005,25172.3282770189,20.39173,4221.13135958984,6332.11299992453,42.3339257305628,41952.0332559775,74.63634275904091,152399.215113318,5545.81215932176,2842.7863457124104
Sample_1111_LCa,15.455028053324302,1931.9789591857398,25172.3282770189,171.344233089828,421.616342639836,19451.7634340127,3215.2137194297497,135.366272230162,11776.6392333358,12797.1981939553,40.41594,9512.63251640146,54.560376516045196,670.918723923204,232198.513652808,129.344958781322,89.5531062052935,9.20504770668424,46.635585807651,91.40241999999999,17426.343930496398,3662.82923824221,11.778666521756001,16.1135799258577,14023.704006208798,51566.010063122005,7740.06911580213,59.96678008202699,221.16694420524502,15579.7185045868,78654.3623934317,97451.08,28.071462007249604,30177.155110164702,41952.0332559775,21787.9921465462,32.62678,5192.81196468206,6332.11299992453,61.140044682319704,64155.5161261962,95.20466004738279,152399.215113318,4852.0476758985,2528.24715689304
Sample_1112_Non-LCa,11.096939311145801,943.2734728139619,25172.3282770189,406.817520865886,294.42909455968,11776.6392333358,5545.81215932176,87.75367829290221,12797.1981939553,21787.9921465462,34.45661,9512.63251640146,45.1057662473435,570.7599181686061,232198.513652808,129.344958781322,155.432605771302,11.059758243898301,38.6226783222563,67.44211999999999,15579.7185045868,2139.98805468982,14.0857609797436,8.99385637724984,17426.343930496398,41952.0332559775,6759.71221132047,123.47744883288999,204.27935851752102,19451.7634340127,97451.0827124985,78654.36,22.153372168817896,51566.010063122005,30177.155110164702,14023.704006208798,33.082570000000004,3921.6220505032898,6332.11299992453,392.837518048399,64155.5161261962,120.702075582343,152399.215113318,1931.9789591857398,3662.82923824221
Sample_1113_Non-LCa,9.82466042376965,3662.82923824221,30177.155110164702,333.518499007247,943.2734728139619,9512.63251640146,6759.71221132047,135.366272230162,15579.7185045868,12797.1981939553,108.3179,5192.81196468206,118.082862653931,1391.28404036806,232198.513652808,159.191943645763,110.678700681952,15.727565808794001,97.2755682163848,126.3222,17426.343930496398,8308.73480684338,16.3149793837698,24.5196478039582,64155.5161261962,25172.3282770189,10899.865321385601,151.847708563988,344.643818007332,21787.9921465462,78654.3623934317,97451.08,20.217398932638602,7740.06911580213,41952.0332559775,14023.704006208798,76.17357,2381.82495074225,2252.99176070568,215.350500234005,51566.010063122005,163.148218388304,152399.215113318,10181.4883221663,1218.67335768311
Sample_1114_Non-LCa,17.0805351314326,1026.7681101921698,21787.9921465462,175.60827454870602,233.49665564520802,12797.1981939553,3017.03192133755,209.703574502162,19451.7634340127,17426.343930496398,42.99427,8877.773220715459,55.55096800004001,355.83225493626196,232198.513652808,113.066057970613,67.4421170742017,9.77086097985854,40.4159359410456,32.62678,15579.7185045868,2528.24715689304,12.596804684609198,16.4227614944714,9512.63251640146,41952.0332559775,3662.82923824221,87.75367829290221,120.702075582343,11776.6392333358,97451.0827124985,51566.01,29.1085673296716,64155.5161261962,30177.155110164702,25172.3282770189,38.0732,4221.13135958984,5545.81215932176,34.9395235885405,78654.3623934317,76.1735692393598,152399.215113318,2675.90952004589,2842.7863457124104
Sample_1115_Non-LCa,14.0857609797436,863.3128913421291,19451.7634340127,66.15083665720671,285.644299486775,25172.3282770189,1931.9789591857398,101.53100011269699,10181.4883221663,10899.865321385601,47.42284,5923.63670499261,61.140044682319704,110.678700681952,232198.513652808,123.47744883288999,37.514253269444296,9.73628939715742,34.9395235885405,52.624269999999996,7236.07734143862,2675.90952004589,11.869036410643899,10.137003957198301,5545.81215932176,41952.0332559775,2381.82495074225,175.60827454870602,51.6828106639928,15579.7185045868,78654.3623934317,51566.01,42.994265551862604,64155.5161261962,30177.155110164702,21787.9921465462,49.92051,6332.11299992453,8308.73480684338,159.191943645763,97451.0827124985,99.3405769468207,152399.215113318,2528.24715689304,8877.773220715459
Sample_1116_Non-LCa,9.842942819966071,1589.53973446776,17426.343930496398,380.31069337108596,506.22737675109397,21787.9921465462,2528.24715689304,171.344233089828,15579.7185045868,14023.704006208798,57.67943,7740.06911580213,108.317860395874,548.538167069048,232198.513652808,135.366272230162,44.3977801796853,12.0526712513815,50.778602119226896,115.4988,6332.11299992453,3921.6220505032898,19.2294124519583,25.8927078815518,10181.4883221663,64155.5161261962,3426.57091133942,179.976799311603,247.250629668951,19451.7634340127,97451.0827124985,78654.36,37.514253269444296,41952.0332559775,30177.155110164702,25172.3282770189,51.682809999999996,6759.71221132047,9512.63251640146,227.320096533558,51566.010063122005,163.148218388304,152399.215113318,3662.82923824221,8877.773220715459
Sample_1117_Non-LCa,12.0526712513815,1218.67335768311,14023.704006208798,294.42909455968,184.512439305276,41952.0332559775,1667.73858489636,66.15083665720671,8877.773220715459,9512.63251640146,21.9433,3215.2137194297497,48.214860646833,406.817520865886,232198.513652808,70.2325010571459,56.5822168314823,8.7075261857395,22.593518734393896,43.68908,6332.11299992453,2030.9856345440198,11.6916138044259,14.9392569521354,5545.81215932176,30177.155110164702,1520.1000912033999,42.994265551862604,167.06300726953398,19451.7634340127,78654.3623934317,51566.01,26.485828166107503,64155.5161261962,25172.3282770189,17426.343930496398,20.94216,7740.06911580213,15579.7185045868,548.538167069048,97451.0827124985,54.560376516045196,152399.215113318,2675.90952004589,11776.6392333358
Sample_1118_Non-LCa,11.5229744768258,863.3128913421291,14023.704006208798,163.148218388304,261.77233759056196,30177.155110164702,1117.70116449842,67.4421170742017,17426.343930496398,15579.7185045868,43.68908,4537.8041803052,49.920509276015,294.42909455968,232198.513652808,93.2325163220042,68.8494526972984,10.504247235206199,35.4269757380535,40.41594,10899.865321385601,1836.0739251549398,11.6481608936464,12.193349394888301,5923.63670499261,41952.0332559775,2381.82495074225,85.9317731824274,97.2755682163848,19451.7634340127,64155.5161261962,51566.01,27.7388829335576,78654.3623934317,25172.3282770189,12797.1981939553,42.33393,6332.11299992453,10181.4883221663,901.8004690409151,97451.0827124985,84.2517950073013,152399.215113318,2030.9856345440198,8877.773220715459
Sample_1119_Non-LCa,14.304750594407802,2139.98805468982,25172.3282770189,247.250629668951,901.8004690409151,21787.9921465462,1931.9789591857398,194.08420325880002,10181.4883221663,17426.343930496398,77.74549,14023.704006208798,67.4421170742017,1272.8461432081501,232198.513652808,344.643818007332,38.073202839490705,8.73148557003857,62.300417654270895,63.5476,19451.7634340127,3921.6220505032898,8.37120064853578,10.8153396729161,30177.155110164702,41952.0332559775,7236.07734143862,392.837518048399,333.518499007247,8877.773220715459,78654.3623934317,97451.08,39.795824986159204,51566.010063122005,15579.7185045868,8308.73480684338,66.15084,4221.13135958984,9512.63251640146,285.644299486775,64155.5161261962,261.77233759056196,152399.215113318,3017.03192133755,3215.2137194297497
Sample_1120_Non-LCa,8.92093682848659,2675.90952004589,11776.6392333358,254.386329233115,355.83225493626196,41952.0332559775,2139.98805468982,129.344958781322,4852.0476758985,2030.9856345440198,57.67943,863.3128913421291,76.1735692393598,762.428505477662,152399.215113318,118.082862653931,48.214860646833,12.341534336805301,53.56975546946779,85.93177,8877.773220715459,5923.63670499261,11.8224391067031,13.2864592174404,15579.7185045868,25172.3282770189,5192.81196468206,247.250629668951,277.392560305038,64155.5161261962,14023.704006208798,97451.08,18.488887153753396,51566.010063122005,10899.865321385601,7236.07734143862,41.03386,10181.4883221663,8308.73480684338,1667.73858489636,78654.3623934317,155.432605771302,232198.513652808,6332.11299992453,6759.71221132047
Sample_1121_Non-LCa,19.2294124519583,1520.1000912033999,17426.343930496398,863.3128913421291,344.643818007332,21787.9921465462,5545.81215932176,120.702075582343,10899.865321385601,11776.6392333358,33.082570000000004,6759.71221132047,70.2325010571459,1117.70116449842,232198.513652808,144.962771302323,97.2755682163848,9.82466042376965,43.689084284921506,49.04861,10181.4883221663,3017.03192133755,12.814077536061001,9.881445720745381,12797.1981939553,51566.010063122005,5923.63670499261,198.98066007321603,261.77233759056196,25172.3282770189,78654.3623934317,97451.08,28.4059681055095,41952.0332559775,30177.155110164702,19451.7634340127,41.03386,5192.81196468206,8308.73480684338,285.644299486775,64155.5161261962,126.322154083472,152399.215113318,2675.90952004589,4852.0476758985
Sample_1122_Non-LCa,11.3233051480806,1026.7681101921698,10181.4883221663,105.98660692426,179.976799311603,51566.010063122005,1166.319710388,51.6828106639928,5545.81215932176,3426.57091133942,37.51425,1589.53973446776,39.19984070009,277.392560305038,232198.513652808,74.63634275904091,35.9378393068898,9.59364635252776,32.6267773198688,50.7786,8877.773220715459,1391.28404036806,11.5648458262678,11.6916138044259,10899.865321385601,41952.0332559775,1454.2120600298301,85.9317731824274,97.2755682163848,19451.7634340127,30177.155110164702,64155.52,20.0477092606933,78654.3623934317,14023.704006208798,9512.63251640146,28.07146,11776.6392333358,25172.3282770189,3017.03192133755,97451.0827124985,68.8494526972984,152399.215113318,1836.0739251549398,21787.9921465462
Sample_1123_LCa,12.193349394888301,3426.57091133942,30177.155110164702,179.976799311603,285.644299486775,10181.4883221663,4852.0476758985,132.276438599231,14023.704006208798,11776.6392333358,57.67943,9512.63251640146,85.9317731824274,670.918723923204,232198.513652808,144.962771302323,113.066057970613,9.41904986083864,30.980815741990003,91.40241999999999,15579.7185045868,6759.71221132047,10.4746808792755,12.392569556608601,21787.9921465462,78654.3623934317,7236.07734143862,95.20466004738279,215.350500234005,10899.865321385601,51566.010063122005,97451.08,24.7882527943065,12797.1981939553,41952.0332559775,25172.3282770189,25.89271,3662.82923824221,2675.90952004589,16.4227614944714,64155.5161261962,101.53100011269699,152399.215113318,7740.06911580213,1520.1000912033999
Sample_1124_Non-LCa,15.6330291916308,3662.82923824221,8308.73480684338,277.392560305038,570.7599181686061,25172.3282770189,1026.7681101921698,84.2517950073013,7740.06911580213,5923.63670499261,45.10577,3921.6220505032898,56.5822168314823,198.98066007321603,232198.513652808,184.512439305276,37.514253269444296,7.61438921565394,54.560376516045196,77.74549,3017.03192133755,6332.11299992453,11.2854889982319,18.0849130469846,5545.81215932176,41952.0332559775,1667.73858489636,421.616342639836,85.9317731824274,30177.155110164702,51566.010063122005,64155.52,44.3977801796853,78654.3623934317,19451.7634340127,12797.1981939553,18.6398,9512.63251640146,17426.343930496398,1454.2120600298301,97451.0827124985,129.344958781322,152399.215113318,7236.07734143862,15579.7185045868
Sample_1125_Non-LCa,14.4585366400263,1931.9789591857398,19451.7634340127,120.702075582343,406.817520865886,17426.343930496398,1836.0739251549398,103.706767523862,10899.865321385601,11776.6392333358,61.14004,5923.63670499261,64.7781396994912,355.83225493626196,232198.513652808,129.344958781322,59.96678008202699,12.4951865006026,47.4228416267665,82.57323000000001,12797.1981939553,4221.13135958984,12.442594895297301,18.929495518547398,21787.9921465462,64155.5161261962,4852.0476758985,151.847708563988,171.344233089828,25172.3282770189,51566.010063122005,97451.08,27.411820075831297,41952.0332559775,30177.155110164702,15579.7185045868,38.622679999999995,5192.81196468206,8308.73480684338,179.976799311603,78654.3623934317,132.276438599231,152399.215113318,4537.8041803052,3662.82923824221
Sample_1126_Non-LCa,13.2864592174404,863.3128913421291,19451.7634340127,215.350500234005,110.678700681952,30177.155110164702,2381.82495074225,45.1057662473435,21787.9921465462,17426.343930496398,20.5732,4537.8041803052,29.470252994257898,209.703574502162,232198.513652808,52.6242704202596,76.1735692393598,9.5355154680283,18.7810050390187,53.569759999999995,10181.4883221663,1589.53973446776,9.655523458236,11.8224391067031,6332.11299992453,41952.0332559775,1667.73858489636,36.4506124310931,79.29904113099771,7740.06911580213,78654.3623934317,51566.01,19.2294124519583,64155.5161261962,25172.3282770189,12797.1981939553,17.31974,5545.81215932176,8877.773220715459,670.918723923204,152399.215113318,39.795824986159204,97451.0827124985,2030.9856345440198,9512.63251640146
Sample_1127_LCa,15.6330291916308,1836.0739251549398,41952.0332559775,171.344233089828,421.616342639836,11776.6392333358,7236.07734143862,105.98660692426,15579.7185045868,17426.343930496398,71.70145,9512.63251640146,115.498816274161,1026.7681101921698,232198.513652808,175.60827454870602,151.847708563988,12.2931385552198,44.3977801796853,80.92729,19451.7634340127,4852.0476758985,13.2253905883902,11.3620645914267,14023.704006208798,64155.5161261962,7740.06911580213,148.386196474162,367.711492944881,10899.865321385601,78654.3623934317,97451.08,33.5267910760004,25172.3282770189,51566.010063122005,21787.9921465462,58.769330000000004,3215.2137194297497,6759.71221132047,10.504247235206199,30177.155110164702,110.678700681952,152399.215113318,5545.81215932176,1931.9789591857398
Sample_1128_Non-LCa,11.5648458262678,1272.8461432081501,19451.7634340127,132.276438599231,312.738478703014,21787.9921465462,2139.98805468982,91.4024163082272,15579.7185045868,14023.704006208798,44.39778,6759.71221132047,42.994265551862604,209.703574502162,232198.513652808,120.702075582343,66.15083665720671,11.5229744768258,49.920509276015,48.214859999999994,10181.4883221663,3921.6220505032898,15.6330291916308,18.488887153753396,8308.73480684338,41952.0332559775,1931.9789591857398,171.344233089828,99.3405769468207,25172.3282770189,78654.3623934317,97451.08,29.1085673296716,51566.010063122005,30177.155110164702,17426.343930496398,54.56038,6332.11299992453,9512.63251640146,453.228853936807,64155.5161261962,80.92728963512499,152399.215113318,4221.13135958984,5923.63670499261
Sample_1129_Non-LCa,12.341534336805301,643.661923473448,25172.3282770189,40.4159359410456,204.27935851752102,12797.1981939553,2842.7863457124104,91.4024163082272,21787.9921465462,17426.343930496398,48.214859999999994,10181.4883221663,33.0825684225088,76.1735692393598,232198.513652808,113.066057970613,64.7781396994912,11.2096471361932,26.7782366052488,70.2325,15579.7185045868,1750.45738445436,11.1343320829452,8.693515584553111,11776.6392333358,41952.0332559775,3426.57091133942,123.47744883288999,34.9395235885405,5192.81196468206,64155.5161261962,51566.01,30.5892215124532,78654.3623934317,30177.155110164702,19451.7634340127,53.569759999999995,4852.0476758985,5923.63670499261,16.5266702229635,97451.0827124985,99.3405769468207,152399.215113318,1667.73858489636,4537.8041803052
Sample_1130_LCa,11.3233051480806,984.1936777813651,19451.7634340127,93.2325163220042,233.49665564520802,30177.155110164702,1331.1921790084,89.5531062052935,8308.73480684338,10181.4883221663,44.39778,5192.81196468206,58.76932789082021,312.738478703014,232198.513652808,97.2755682163848,35.9378393068898,10.1603956958251,28.7478453470677,56.58221999999999,9512.63251640146,1931.9789591857398,10.883411810490802,12.2931385552198,7740.06911580213,41952.0332559775,1667.73858489636,82.57323158217359,120.702075582343,6759.71221132047,51566.010063122005,64155.52,28.071462007249604,78654.3623934317,25172.3282770189,21787.9921465462,50.7786,7236.07734143862,11776.6392333358,204.27935851752102,97451.0827124985,68.8494526972984,152399.215113318,2252.99176070568,12797.1981939553
Sample_1131_Non-LCa,22.376270287449998,1026.7681101921698,15579.7185045868,380.31069337108596,593.611671150147,30177.155110164702,2139.98805468982,155.432605771302,25172.3282770189,12797.1981939553,63.5476,5545.81215932176,49.920509276015,762.428505477662,232198.513652808,233.49665564520802,36.9768918957665,10.3652872589118,40.4159359410456,87.75368,17426.343930496398,1667.73858489636,13.5422693116226,12.4951865006026,4221.13135958984,41952.0332559775,3215.2137194297497,254.386329233115,189.249340357013,4852.0476758985,78654.3623934317,97451.08,42.3339257305628,64155.5161261962,19451.7634340127,11776.6392333358,52.624269999999996,6332.11299992453,21787.9921465462,2252.99176070568,51566.010063122005,148.386196474162,152399.215113318,1750.45738445436,8308.73480684338
Sample_1132_Non-LCa,17.0805351314326,1218.67335768311,25172.3282770189,179.976799311603,312.738478703014,14023.704006208798,2842.7863457124104,198.98066007321603,19451.7634340127,21787.9921465462,45.10577,8308.73480684338,43.689084284921506,269.35208206311796,232198.513652808,118.082862653931,59.96678008202699,10.069006581959,63.5475958878296,45.87056,12797.1981939553,2381.82495074225,12.4951865006026,23.7566219233528,10899.865321385601,64155.5161261962,3017.03192133755,105.98660692426,97.2755682163848,15579.7185045868,97451.0827124985,78654.36,35.4269757380535,41952.0332559775,30177.155110164702,17426.343930496398,46.63559,4537.8041803052,6332.11299992453,175.60827454870602,51566.010063122005,108.317860395874,152399.215113318,3215.2137194297497,3662.82923824221
Sample_1133_Non-LCa,12.651255637523901,1836.0739251549398,21787.9921465462,3215.2137194297497,367.711492944881,12797.1981939553,8308.73480684338,277.392560305038,14023.704006208798,10181.4883221663,33.082570000000004,7740.06911580213,198.98066007321603,4221.13135958984,232198.513652808,129.344958781322,141.838947696022,9.44369685232379,52.6242704202596,56.58221999999999,15579.7185045868,6332.11299992453,16.1135799258577,11.1343320829452,41952.0332559775,51566.010063122005,7236.07734143862,79.29904113099771,1272.8461432081501,19451.7634340127,78654.3623934317,97451.08,25.3396385993112,25172.3282770189,30177.155110164702,17426.343930496398,31.784270000000003,2675.90952004589,5923.63670499261,179.976799311603,64155.5161261962,135.366272230162,152399.215113318,4537.8041803052,1931.9789591857398
Sample_1134_Non-LCa,16.9676906040049,1272.8461432081501,21787.9921465462,380.31069337108596,303.242752855959,15579.7185045868,3426.57091133942,175.60827454870602,12797.1981939553,17426.343930496398,44.39778,10181.4883221663,99.3405769468207,670.918723923204,232198.513652808,123.47744883288999,76.1735692393598,9.77086097985854,33.9919149586442,62.300419999999995,10899.865321385601,3215.2137194297497,13.476621212546,10.5638940147314,25172.3282770189,64155.5161261962,3921.6220505032898,95.20466004738279,355.83225493626196,11776.6392333358,97451.0827124985,78654.36,28.071462007249604,41952.0332559775,30177.155110164702,19451.7634340127,43.68908,5192.81196468206,7740.06911580213,26.485828166107503,51566.010063122005,71.7014519753727,152399.215113318,3662.82923824221,4852.0476758985
Sample_1135_Non-LCa,16.6352748400915,2252.99176070568,12797.1981939553,367.711492944881,699.243150122401,30177.155110164702,1117.70116449842,227.320096533558,4537.8041803052,6332.11299992453,76.17357,2675.90952004589,51.6828106639928,277.392560305038,232198.513652808,247.250629668951,20.0477092606933,8.84246179120293,26.7782366052488,105.9866,8877.773220715459,5923.63670499261,13.105116529897002,9.00090228757414,15579.7185045868,41952.0332559775,1931.9789591857398,762.428505477662,163.148218388304,25172.3282770189,51566.010063122005,64155.52,34.456609647429296,97451.0827124985,9512.63251640146,10181.4883221663,62.300419999999995,10899.865321385601,19451.7634340127,437.027507684822,78654.3623934317,189.249340357013,152399.215113318,3426.57091133942,14023.704006208798
Sample_1136_LCa,10.623462650960999,984.1936777813651,41952.0332559775,144.962771302323,277.392560305038,10181.4883221663,4852.0476758985,103.706767523862,15579.7185045868,30177.155110164702,33.082570000000004,11776.6392333358,70.2325010571459,380.31069337108596,232198.513652808,101.53100011269699,108.317860395874,10.3923083399688,30.1907616163388,48.214859999999994,19451.7634340127,2528.24715689304,11.401234991315901,15.020845886326999,10899.865321385601,64155.5161261962,7740.06911580213,64.7781396994912,163.148218388304,7236.07734143862,97451.0827124985,78654.36,21.7338074902033,25172.3282770189,21787.9921465462,17426.343930496398,31.784270000000003,3426.57091133942,5192.81196468206,39.19984070009,51566.010063122005,74.63634275904091,152399.215113318,2139.98805468982,3017.03192133755
Sample_1137_LCa,13.413918680806999,1667.73858489636,19451.7634340127,155.432605771302,593.611671150147,30177.155110164702,1218.67335768311,103.706767523862,4537.8041803052,3921.6220505032898,61.14004,2139.98805468982,43.689084284921506,93.2325163220042,232198.513652808,344.643818007332,22.593518734393896,8.420714651060111,25.8927078815518,179.9768,6332.11299992453,3426.57091133942,8.2482604371621,11.915735402430698,25172.3282770189,41952.0332559775,1166.319710388,699.243150122401,38.073202839490705,14023.704006208798,51566.010063122005,64155.52,47.4228416267665,97451.0827124985,8877.773220715459,11776.6392333358,80.92729,8308.73480684338,10181.4883221663,233.49665564520802,78654.3623934317,198.98066007321603,152399.215113318,2675.90952004589,17426.343930496398
Sample_1138_Non-LCa,15.9184153927063,1331.1921790084,25172.3282770189,148.386196474162,333.518499007247,19451.7634340127,2675.90952004589,110.678700681952,11776.6392333358,14023.704006208798,35.42698,10181.4883221663,85.9317731824274,123.47744883288999,232198.513652808,135.366272230162,61.140044682319704,8.78735315089469,25.8927078815518,79.29904,7236.07734143862,3215.2137194297497,12.4951865006026,11.2096471361932,6759.71221132047,51566.010063122005,2528.24715689304,82.57323158217359,66.15083665720671,15579.7185045868,97451.0827124985,78654.36,32.6267773198688,41952.0332559775,30177.155110164702,21787.9921465462,34.45661,5923.63670499261,8877.773220715459,84.2517950073013,64155.5161261962,113.066057970613,152399.215113318,3426.57091133942,6332.11299992453
Sample_1139_Non-LCa,15.1082142632304,380.31069337108596,12797.1981939553,254.386329233115,118.082862653931,21787.9921465462,1166.319710388,79.29904113099771,30177.155110164702,19451.7634340127,33.99191,3017.03192133755,68.8494526972984,367.711492944881,232198.513652808,54.560376516045196,49.0486088855297,9.37136114378541,17.0805351314326,44.39778,7236.07734143862,943.2734728139619,12.7599418246755,10.504247235206199,6759.71221132047,51566.010063122005,1117.70116449842,38.6226783222563,144.962771302323,5923.63670499261,78654.3623934317,41952.03,24.7882527943065,152399.215113318,25172.3282770189,17426.343930496398,28.07146,6332.11299992453,9512.63251640146,570.7599181686061,97451.0827124985,39.795824986159204,64155.5161261962,984.1936777813651,8308.73480684338
Sample_1140_LCa,16.0137218461147,5923.63670499261,17426.343930496398,355.83225493626196,863.3128913421291,6332.11299992453,7740.06911580213,144.962771302323,12797.1981939553,5192.81196468206,55.55096999999999,3215.2137194297497,79.29904113099771,2139.98805468982,152399.215113318,138.53237727081,135.366272230162,7.79529711372929,59.96678008202699,184.5124,25172.3282770189,8877.773220715459,10.9533542549051,14.695823486346299,8308.73480684338,64155.5161261962,7236.07734143862,99.3405769468207,593.611671150147,19451.7634340127,51566.010063122005,97451.08,20.7560205935488,5545.81215932176,30177.155110164702,10899.865321385601,16.21404,2252.99176070568,1836.0739251549398,189.249340357013,78654.3623934317,120.702075582343,232198.513652808,14023.704006208798,699.243150122401
Sample_1141_Non-LCa,10.233797130890801,1454.2120600298301,17426.343930496398,61.140044682319704,233.49665564520802,21787.9921465462,2842.7863457124104,71.7014519753727,19451.7634340127,25172.3282770189,49.04861,11776.6392333358,34.456609647429296,84.2517950073013,232198.513652808,118.082862653931,85.9317731824274,9.45668569270739,35.9378393068898,82.57323000000001,12797.1981939553,3215.2137194297497,9.134040199632391,12.144830086956198,14023.704006208798,51566.010063122005,3017.03192133755,167.06300726953398,66.15083665720671,10899.865321385601,78654.3623934317,64155.52,21.1352804647554,41952.0332559775,30177.155110164702,15579.7185045868,49.92051,7236.07734143862,8877.773220715459,240.16460485053398,97451.0827124985,132.276438599231,152399.215113318,2675.90952004589,4537.8041803052
Sample_1142_Non-LCa,15.020845886326999,1667.73858489636,25172.3282770189,110.678700681952,1836.0739251549398,30177.155110164702,1026.7681101921698,294.42909455968,15579.7185045868,12797.1981939553,138.5324,6759.71221132047,28.4059681055095,189.249340357013,232198.513652808,487.995813577437,14.230520260759802,12.870062682966402,171.344233089828,175.6083,19451.7634340127,4852.0476758985,26.1871045123307,71.7014519753727,21787.9921465462,41952.0332559775,1520.1000912033999,1166.319710388,129.344958781322,11776.6392333358,51566.010063122005,64155.52,79.29904113099771,78654.3623934317,10899.865321385601,14023.704006208798,93.23252,8308.73480684338,8877.773220715459,392.837518048399,97451.0827124985,506.22737675109397,152399.215113318,2675.90952004589,7740.06911580213
Sample_1143_Non-LCa,9.46942619931438,2842.7863457124104,14023.704006208798,115.498816274161,333.518499007247,51566.010063122005,3426.57091133942,141.838947696022,6759.71221132047,7236.07734143862,59.96678000000001,3662.82923824221,30.1907616163388,87.75367829290221,232198.513652808,159.191943645763,151.847708563988,9.284024343178631,74.63634275904091,55.55096999999999,10181.4883221663,6332.11299992453,20.217398932638602,38.6226783222563,12797.1981939553,41952.0332559775,3921.6220505032898,85.9317731824274,43.689084284921506,64155.5161261962,25172.3282770189,97451.08,51.6828106639928,30177.155110164702,19451.7634340127,11776.6392333358,35.93784,8877.773220715459,15579.7185045868,1454.2120600298301,78654.3623934317,99.3405769468207,152399.215113318,7740.06911580213,9512.63251640146
