,feature-0014,feature-0029,feature-0048,feature-0057,feature-0061,feature-0080,feature-0273,feature-0282,feature-0304,feature-0336,feature-0350,feature-0359,feature-0367,feature-0411,feature-0430,feature-0462,feature-0482,feature-0483,feature-0485,feature-0501,feature-0510,feature-0533,feature-0573,feature-0579,feature-0598,feature-0689,feature-0694,feature-0697,feature-0703,feature-0764,feature-0812,feature-0853,feature-0856,feature-0862,feature-0870,feature-0934,feature-0972,feature-0982,feature-1002,feature-1054,feature-1073,feature-1088,feature-1105,feature-1136,feature-1137
Sample_1144_LCa,28.071462007249604,3426.57091133942,8877.773220715459,144.962771302323,794.947978911189,30177.155110164702,1070.92459065281,155.432605771302,6332.11299992453,11776.6392333358,32.20193,4852.0476758985,57.679426916205394,141.838947696022,232198.513652808,261.77233759056196,10.7820364382658,7.78413481912541,67.4421170742017,123.4774,5545.81215932176,3921.6220505032898,8.318648629090589,18.639796679306396,25172.3282770189,51566.010063122005,2381.82495074225,198.98066007321603,45.1057662473435,9512.63251640146,41952.0332559775,78654.36,34.9395235885405,64155.5161261962,17426.343930496398,7236.07734143862,50.7786,19451.7634340127,21787.9921465462,135.366272230162,97451.0827124985,204.27935851752102,152399.215113318,5192.81196468206,10899.865321385601
Sample_1145_Non-LCa,13.5422693116226,1026.7681101921698,21787.9921465462,240.16460485053398,344.643818007332,10899.865321385601,3215.2137194297497,74.63634275904091,19451.7634340127,25172.3282770189,44.39778,9512.63251640146,42.994265551862604,367.711492944881,232198.513652808,175.60827454870602,70.2325010571459,11.6916138044259,42.3339257305628,73.14088000000001,15579.7185045868,2381.82495074225,9.45668569270739,9.00090228757414,17426.343930496398,51566.010063122005,6759.71221132047,80.92728963512499,144.962771302323,5192.81196468206,97451.0827124985,64155.52,19.5474181705606,41952.0332559775,30177.155110164702,14023.704006208798,29.47025,3662.82923824221,3921.6220505032898,380.31069337108596,78654.3623934317,184.512439305276,152399.215113318,2252.99176070568,3426.57091133942
Sample_1146_Non-LCa,10.4194735276091,1589.53973446776,17426.343930496398,82.57323158217359,254.386329233115,25172.3282770189,2252.99176070568,97.2755682163848,14023.704006208798,21787.9921465462,42.99427,8877.773220715459,58.76932789082021,132.276438599231,232198.513652808,118.082862653931,141.838947696022,9.564067011215759,39.19984070009,66.15084,11776.6392333358,3426.57091133942,11.441229383543801,13.804520937910302,12797.1981939553,41952.0332559775,3662.82923824221,135.366272230162,77.74548898454009,15579.7185045868,97451.0827124985,64155.52,25.0627659085629,51566.010063122005,30177.155110164702,19451.7634340127,47.42284,7236.07734143862,10899.865321385601,64.7781396994912,78654.3623934317,103.706767523862,152399.215113318,3215.2137194297497,5923.63670499261
Sample_1147_Non-LCa,10.533920673207302,355.83225493626196,25172.3282770189,135.366272230162,194.08420325880002,21787.9921465462,1667.73858489636,67.4421170742017,19451.7634340127,17426.343930496398,34.93952,6332.11299992453,44.3977801796853,240.16460485053398,232198.513652808,84.2517950073013,39.19984070009,10.4746808792755,27.411820075831297,58.769330000000004,12797.1981939553,828.206379102171,10.311828707054,10.260593846415599,15579.7185045868,41952.0332559775,2528.24715689304,66.15083665720671,126.322154083472,4852.0476758985,97451.0827124985,51566.01,18.639796679306396,64155.5161261962,30177.155110164702,14023.704006208798,33.082570000000004,4537.8041803052,11776.6392333358,380.31069337108596,78654.3623934317,53.56975546946779,152399.215113318,863.3128913421291,6759.71221132047
Sample_1148_Non-LCa,8.577328339592059,699.243150122401,17426.343930496398,144.962771302323,453.228853936807,41952.0332559775,2139.98805468982,113.066057970613,10181.4883221663,8308.73480684338,45.10577,3215.2137194297497,37.514253269444296,240.16460485053398,232198.513652808,194.08420325880002,39.795824986159204,9.52180015022916,54.560376516045196,68.84945,12797.1981939553,1589.53973446776,10.883411810490802,10.7163885634786,30177.155110164702,25172.3282770189,2252.99176070568,138.53237727081,126.322154083472,14023.704006208798,64155.5161261962,51566.01,36.4506124310931,78654.3623934317,19451.7634340127,8877.773220715459,39.19984,7740.06911580213,11776.6392333358,984.1936777813651,97451.0827124985,233.49665564520802,152399.215113318,1391.28404036806,10899.865321385601
Sample_1149_LCa,10.447119751667,1166.319710388,12797.1981939553,108.317860395874,392.837518048399,30177.155110164702,1589.53973446776,95.20466004738279,5923.63670499261,5545.81215932176,35.93784,3662.82923824221,49.920509276015,294.42909455968,232198.513652808,110.678700681952,84.2517950073013,9.671268470566881,31.784269716630803,66.15084,14023.704006208798,2030.9856345440198,11.869036410643899,13.2864592174404,10181.4883221663,41952.0332559775,2528.24715689304,63.5475958878296,132.276438599231,15579.7185045868,51566.010063122005,78654.36,26.485828166107503,64155.5161261962,25172.3282770189,19451.7634340127,35.42698,11776.6392333358,21787.9921465462,593.611671150147,97451.0827124985,85.9317731824274,152399.215113318,2842.7863457124104,9512.63251640146
Sample_1150_Non-LCa,12.9852360359181,2030.9856345440198,19451.7634340127,1454.2120600298301,175.60827454870602,10181.4883221663,4537.8041803052,77.74548898454009,21787.9921465462,14023.704006208798,21.135279999999998,6332.11299992453,70.2325010571459,132.276438599231,232198.513652808,99.3405769468207,194.08420325880002,8.73148557003857,19.3873351097885,91.40241999999999,10899.865321385601,4221.13135958984,10.9874267877086,13.606993942955,8308.73480684338,51566.010063122005,2675.90952004589,55.55096800004001,59.96678008202699,30177.155110164702,97451.0827124985,78654.36,25.0627659085629,41952.0332559775,25172.3282770189,17426.343930496398,17.19944,2139.98805468982,2528.24715689304,762.428505477662,64155.5161261962,56.5822168314823,152399.215113318,5545.81215932176,3215.2137194297497
Sample_1151_Non-LCa,12.193349394888301,670.918723923204,15579.7185045868,171.344233089828,227.320096533558,25172.3282770189,3921.6220505032898,194.08420325880002,10899.865321385601,14023.704006208798,18.351960000000002,8308.73480684338,18.929495518547398,269.35208206311796,232198.513652808,132.276438599231,93.2325163220042,8.610361250000041,70.2325010571459,175.6083,11776.6392333358,1070.92459065281,8.11161590166667,22.805361796076998,12797.1981939553,51566.010063122005,4537.8041803052,39.795824986159204,95.20466004738279,5923.63670499261,64155.5161261962,78654.36,12.928830457927699,30177.155110164702,19451.7634340127,10181.4883221663,19.87925,4852.0476758985,7740.06911580213,618.348622385677,97451.0827124985,41.6694090892834,152399.215113318,2675.90952004589,7236.07734143862
Sample_1152_Non-LCa,14.230520260759802,570.7599181686061,21787.9921465462,62.300417654270895,175.60827454870602,30177.155110164702,1331.1921790084,52.6242704202596,7236.07734143862,19451.7634340127,33.526790000000005,5545.81215932176,39.19984070009,73.14087853937879,232198.513652808,85.9317731824274,34.456609647429296,9.77086097985854,24.7882527943065,54.56038,11776.6392333358,1589.53973446776,10.137003957198301,10.685224140941301,15579.7185045868,41952.0332559775,3017.03192133755,97.2755682163848,42.994265551862604,5192.81196468206,78654.3623934317,51566.01,20.7560205935488,64155.5161261962,25172.3282770189,14023.704006208798,29.10857,9512.63251640146,17426.343930496398,204.27935851752102,97451.0827124985,55.55096800004001,152399.215113318,1667.73858489636,10899.865321385601
Sample_1153_Non-LCa,16.4227614944714,1026.7681101921698,12797.1981939553,99.3405769468207,233.49665564520802,41952.0332559775,794.947978911189,52.6242704202596,10899.865321385601,8308.73480684338,29.10857,2528.24715689304,29.824640242979303,126.322154083472,232198.513652808,63.5475958878296,32.2019323363262,10.4194735276091,30.980815741990003,42.33393,4852.0476758985,1931.9789591857398,13.044671959001699,17.564548232644,7740.06911580213,30177.155110164702,1836.0739251549398,79.29904113099771,67.4421170742017,25172.3282770189,64155.5161261962,51566.01,27.411820075831297,78654.3623934317,17426.343930496398,9512.63251640146,28.74785,11776.6392333358,21787.9921465462,1750.45738445436,97451.0827124985,71.7014519753727,152399.215113318,2252.99176070568,15579.7185045868
Sample_1154_Non-LCa,12.392569556608601,901.8004690409151,19451.7634340127,240.16460485053398,221.16694420524502,11776.6392333358,5192.81196468206,62.300417654270895,21787.9921465462,25172.3282770189,32.20193,10899.865321385601,48.214860646833,392.837518048399,232198.513652808,91.4024163082272,120.702075582343,11.3620645914267,28.071462007249604,51.682809999999996,15579.7185045868,2139.98805468982,16.0137218461147,11.869036410643899,14023.704006208798,51566.010063122005,2381.82495074225,67.4421170742017,151.847708563988,8308.73480684338,97451.0827124985,78654.36,23.510982099256896,41952.0332559775,30177.155110164702,17426.343930496398,26.778240000000004,3215.2137194297497,5923.63670499261,59.96678008202699,64155.5161261962,103.706767523862,152399.215113318,2252.99176070568,2528.24715689304
Sample_1155_LCa,11.0231601275533,1589.53973446776,41952.0332559775,194.08420325880002,1218.67335768311,10181.4883221663,7740.06911580213,163.148218388304,21787.9921465462,25172.3282770189,36.45061,15579.7185045868,38.073202839490705,526.5307706908529,232198.513652808,115.498816274161,141.838947696022,12.098506335380002,123.47744883288999,118.0829,17426.343930496398,3662.82923824221,18.929495518547398,67.4421170742017,14023.704006208798,64155.5161261962,9512.63251640146,120.702075582343,261.77233759056196,6332.11299992453,78654.3623934317,97451.08,31.784269716630803,11776.6392333358,30177.155110164702,19451.7634340127,22.37627,3017.03192133755,5923.63670499261,13.5422693116226,51566.010063122005,209.703574502162,152399.215113318,5545.81215932176,1272.8461432081501
Sample_1156_Non-LCa,14.616884794885301,730.6080078304041,12797.1981939553,148.386196474162,126.322154083472,41952.0332559775,943.2734728139619,40.4159359410456,25172.3282770189,9512.63251640146,24.26857,2030.9856345440198,27.411820075831297,151.847708563988,232198.513652808,52.6242704202596,50.778602119226896,9.75337116098456,19.3873351097885,49.04861,5192.81196468206,1391.28404036806,10.338618829889901,12.144830086956198,4537.8041803052,30177.155110164702,1166.319710388,54.560376516045196,71.7014519753727,10181.4883221663,64155.5161261962,51566.01,18.488887153753396,78654.3623934317,15579.7185045868,8877.773220715459,25.89271,5545.81215932176,19451.7634340127,6759.71221132047,152399.215113318,45.870562930770504,97451.0827124985,1520.1000912033999,17426.343930496398
Sample_1157_LCa,16.1135799258577,984.1936777813651,17426.343930496398,269.35208206311796,570.7599181686061,30177.155110164702,2381.82495074225,73.14087853937879,5192.81196468206,7236.07734143862,47.42284,5923.63670499261,43.689084284921506,618.348622385677,232198.513652808,135.366272230162,45.870562930770504,9.639242794873589,66.15083665720671,97.27557,11776.6392333358,1520.1000912033999,11.606220621165098,10.7480569099158,25172.3282770189,41952.0332559775,2528.24715689304,129.344958781322,221.16694420524502,12797.1981939553,64155.5161261962,78654.36,23.7566219233528,51566.010063122005,21787.9921465462,10899.865321385601,31.784270000000003,8308.73480684338,15579.7185045868,730.6080078304041,97451.0827124985,126.322154083472,152399.215113318,2030.9856345440198,8877.773220715459
Sample_1158_LCa,26.485828166107503,4221.13135958984,41952.0332559775,367.711492944881,643.661923473448,9512.63251640146,8877.773220715459,95.20466004738279,19451.7634340127,15579.7185045868,39.79582,10899.865321385601,89.5531062052935,1272.8461432081501,232198.513652808,167.06300726953398,254.386329233115,9.431267155584019,29.824640242979303,118.0829,17426.343930496398,6759.71221132047,17.564548232644,13.3504190681825,25172.3282770189,64155.5161261962,6332.11299992453,82.57323158217359,526.5307706908529,7236.07734143862,78654.3623934317,97451.08,41.0338561548156,10181.4883221663,51566.010063122005,21787.9921465462,31.37023,2381.82495074225,3215.2137194297497,10.184007309197199,30177.155110164702,113.066057970613,152399.215113318,8308.73480684338,1331.1921790084
Sample_1159_Non-LCa,10.1603956958251,1331.1921790084,17426.343930496398,35.9378393068898,209.703574502162,21787.9921465462,2528.24715689304,61.140044682319704,25172.3282770189,15579.7185045868,49.92051,8877.773220715459,45.1057662473435,221.16694420524502,232198.513652808,103.706767523862,64.7781396994912,11.915735402430698,35.4269757380535,49.04861,14023.704006208798,3662.82923824221,12.193349394888301,12.9852360359181,5545.81215932176,41952.0332559775,2139.98805468982,84.2517950073013,71.7014519753727,12797.1981939553,64155.5161261962,51566.01,31.3702316581962,78654.3623934317,30177.155110164702,19451.7634340127,50.7786,8308.73480684338,9512.63251640146,63.5475958878296,97451.0827124985,67.4421170742017,152399.215113318,3921.6220505032898,4852.0476758985
Sample_1160_Non-LCa,10.9874267877086,670.918723923204,19451.7634340127,204.27935851752102,91.4024163082272,25172.3282770189,2528.24715689304,39.795824986159204,21787.9921465462,14023.704006208798,27.08874,4221.13135958984,33.0825684225088,233.49665564520802,232198.513652808,49.920509276015,93.2325163220042,10.1603956958251,20.217398932638602,44.39778,7740.06911580213,1391.28404036806,10.883411810490802,10.504247235206199,6332.11299992453,41952.0332559775,1117.70116449842,30.5892215124532,103.706767523862,9512.63251640146,97451.0827124985,51566.01,20.7560205935488,64155.5161261962,30177.155110164702,17426.343930496398,18.781010000000002,5923.63670499261,10899.865321385601,828.206379102171,152399.215113318,48.214860646833,78654.3623934317,1836.0739251549398,6759.71221132047
Sample_1161_LCa,12.0526712513815,2030.9856345440198,21787.9921465462,74.63634275904091,333.518499007247,17426.343930496398,2252.99176070568,70.2325010571459,8877.773220715459,10899.865321385601,53.569759999999995,6759.71221132047,48.214860646833,144.962771302323,232198.513652808,129.344958781322,189.249340357013,11.441229383543801,41.6694090892834,73.14088000000001,14023.704006208798,4221.13135958984,11.6916138044259,11.9612491915112,19451.7634340127,51566.010063122005,4537.8041803052,138.53237727081,89.5531062052935,25172.3282770189,64155.5161261962,97451.08,21.329026997715303,30177.155110164702,41952.0332559775,15579.7185045868,49.92051,5192.81196468206,6332.11299992453,91.4024163082272,78654.3623934317,113.066057970613,152399.215113318,4852.0476758985,3662.82923824221
Sample_1162_Non-LCa,9.75337116098456,1070.92459065281,21787.9921465462,99.3405769468207,303.242752855959,25172.3282770189,1750.45738445436,93.2325163220042,11776.6392333358,19451.7634340127,42.99427,7740.06911580213,35.4269757380535,312.738478703014,232198.513652808,103.706767523862,97.2755682163848,10.623462650960999,27.7388829335576,71.70145,14023.704006208798,3017.03192133755,11.6481608936464,14.537191001684699,17426.343930496398,51566.010063122005,3215.2137194297497,82.57323158217359,155.432605771302,12797.1981939553,64155.5161261962,78654.36,20.573204734325603,41952.0332559775,30177.155110164702,15579.7185045868,45.87056,7236.07734143862,9512.63251640146,80.92728963512499,97451.0827124985,77.74548898454009,152399.215113318,3662.82923824221,5192.81196468206
Sample_1163_Non-LCa,12.007022053974302,437.027507684822,15579.7185045868,68.8494526972984,101.53100011269699,30177.155110164702,1218.67335768311,135.366272230162,17426.343930496398,19451.7634340127,26.48583,5545.81215932176,31.784269716630803,221.16694420524502,232198.513652808,44.3977801796853,35.9378393068898,9.27361854987166,22.153372168817896,41.03386,9512.63251640146,762.428505477662,9.29420755296417,10.5928017619857,8308.73480684338,51566.010063122005,2528.24715689304,28.4059681055095,85.9317731824274,2675.90952004589,64155.5161261962,41952.03,23.510982099256896,78654.3623934317,25172.3282770189,14023.704006208798,19.71415,6332.11299992453,21787.9921465462,194.08420325880002,97451.0827124985,50.778602119226896,152399.215113318,1026.7681101921698,12797.1981939553
